id,price_eur,location,city,governorate,area,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
afb1c12b-4055-45dc-b4dc-19c92e126777,95852,Djerba,Djerba,Djerba,600,3,2,0,2,33.8122289135496,10.9870706510088,339.31559482996,1,0,0,0,0,1,0,0,1,0,1
e26faf06-b68f-4640-8941-d53d26857f6f,352780,El Menzah 5,Ariana Ville,Ariana,599,4,1,10-20,0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,0,0,0
8a9ed687-8787-4c52-8f22-0cfb4240d9a8,241800,Hammamet,Hammamet,Nabeul,590,4,4,0,1,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,1,0,0
b5a6b86a-9926-4a52-baa6-1a8a1cf45d5d,182900,Hammamet Nord,Hammamet,Nabeul,580,4,2,05-10,1,36.40108,10.61457,65.4597220191691,1,0,1,1,1,0,0,0,0,0,0
5a17c39e-a9cd-4f2b-8b18-5f6666f54fa9,620000,La Marsa,La Marsa,tunis,579,4,2,05-10,1,36.8941992,10.2762232,14.249053168265,1,0,0,0,0,1,0,0,1,1,1
5586b119-2570-41e0-8b0d-c08158f1d395,341000,La Soukra,La Soukra,Ariana,570,4,1,01-05,1,36.883333,10.25,11.3450822580238,1,0,0,0,0,1,0,0,1,1,0
c2bde61c-9411-4c58-8796-ebd20749e8c5,176700,Borj Touil,Raoued,Ariana,569,4,3,01-05,1,36.954444,10.191389,16.228614774176,1,0,0,0,1,0,0,0,1,1,1
0bddf2bd-1ca1-4a45-9674-c9a2710f93d2,285200,Hammamet,Hammamet,Nabeul,554,4,3,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,0,1,1
8fe20a39-c938-483a-84e0-f808a5af7edd,372000,El Manar 1,El Menzah,tunis,543,4,3,01-05,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,1,0,0,1,1,1
33f71ccb-a1be-49c8-93c8-7a9480faeddc,682000,Les Berges Du Lac 1,La Marsa,tunis,541,3,3,05-10,1,36.876389,10.325278,17.7221901283016,1,0,0,0,0,0,0,0,1,1,1
6f4c590c-38f7-44fb-9929-34569d43f32f,310000,Le Bardo,Le Bardo,tunis,540,4,3,10-20,1,36.83017,10.13736,5.54992694975533,1,0,0,0,0,0,0,0,0,1,1
e25c7033-8ce8-4cb4-902b-bbe209ed90fd,496000,El Menzah 5,Ariana Ville,Ariana,532,5,3,10-20,0,36.8625,10.19556,6.32498837542227,1,0,0,0,0,1,0,0,0,1,0
12d5563a-950c-4af7-8c37-69401e67286e,279000,Hammamet Nord,Hammamet,Nabeul,524,4,4,05-10,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
386af860-4b48-4284-b70a-3383a08c92e1,372000,La Goulette,La Goulette,tunis,518,3,2,10-20,0,36.8251060438101,10.3134912645264,14.8172913500364,1,0,0,1,0,0,0,0,0,1,0
9239637f-1105-4d77-a508-02f84fde4fc2,186000,Yasmine Hammamet,Hammamet,Nabeul,506,4,2,0,2,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,0,1,0,0
0595dad8-9c7c-44e7-9b86-8796743f0b11,682000,Mutuelle Ville,El Menzah,tunis,500,4,2,05-10,1,36.845235,10.164723,4.6317218774898,0,0,0,0,0,0,0,0,0,0,0
0378acf5-eeeb-4733-898b-12c60d44aa77,496000,Gammarth Village,La Marsa,tunis,500,4,3,01-05,1,36.876389,10.325278,17.7221901283016,1,0,0,0,0,1,0,0,1,1,1
3dc2318a-284c-41c8-be6f-a3f8069ee160,465000,Les Jardins de Carthage,Le Kram,tunis,500,4,3,0,2,36.8538614324191,10.3012362278862,14.2871251853628,0,0,0,0,0,1,1,0,1,1,1
d893eee5-2c03-4ee0-8cc2-d79f9f809514,294500,Hammamet,Hammamet,Nabeul,500,4,2,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
55471bae-4a64-45df-af32-cc2ff7b0d9d5,288300,Hammamet Sud,Hammamet,Nabeul,500,4,5,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,1,1,0,0,0,1,1
35d1dfa9-dd07-4d3f-912e-0f9b365e440c,272800,Hammamet,Hammamet,Nabeul,500,4,3,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,1,1,0,0,1,1,1
125068de-3ec1-4f84-9ab5-cb89de67e2ed,201500,Riadh al Andalous,Ariana Ville,Ariana,500,3,2,10-20,1,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,1,1,1
c93eb062-f1f7-467f-a7d9-948f7e9eb0a1,186000,Cité Ennouzha,Hammam Lif,Ben Arous,500,4,2,10-20,1,36.7205745459546,10.3521617462158,21.1779105293899,0,0,0,0,1,0,0,0,0,1,1
84fabe2c-36b9-455a-a716-e9b5d81ea4a1,176700,Hammamet,Hammamet,Nabeul,500,4,2,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,1,1,0,0,1,1,1
5abdb7f7-0c42-492c-b2b5-a55a4206977f,248000,Hammamet Sud,Hammamet,Nabeul,480,4,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
84cad02c-8bbe-4cb3-9e7e-5c7d3c29d03a,241800,Hammamet,Hammamet,Nabeul,480,4,4,0,2,36.40108,10.61457,65.4597220191691,0,0,1,0,0,1,0,0,1,1,1
c4b83c1e-60f3-4dd9-8d7a-d15faf4fc2d5,139500,La Manouba,La Manouba,La Manouba,480,3,2,05-10,2,36.77855,10.05538,14.3537727228831,1,0,0,0,0,0,0,0,1,1,1
d6a8b4f7-c4a3-42b1-83da-a3fb00645d0d,418500,Hammamet Nord,Hammamet,Nabeul,472,4,6,01-05,2,36.405002346322,10.6362486037036,66.9697978247657,1,0,1,1,0,1,0,0,1,1,1
88940329-f4d4-45c3-8a39-cb0e0c478cb8,325500,El Menzah 5,Ariana Ville,Ariana,470,3,2,20-30,0,36.8483853,10.1745278,4.64923631720915,1,0,0,0,0,0,0,0,0,1,0
6cdd6de3-f635-4da5-9b09-fba6168fe433,272800,Mahdia Ville,Mahdia Ville,Mahdia,469,4,2,05-10,1,35.5044,11.0661,172.990038100651,1,0,0,0,0,0,0,0,0,1,0
acba1636-5a52-4f1e-898e-25d8a54bfad4,210800,Hammamet,Hammamet,Nabeul,465,4,3,01-05,2,36.40108,10.61457,65.4597220191691,1,0,0,1,1,1,0,0,0,1,1
552b5dda-ddd3-4885-a823-18a0117476a6,403000,Hammamet Nord,Hammamet,Nabeul,460,4,6,0,2,36.40108,10.61457,65.4597220191691,1,0,1,1,0,1,0,0,1,1,1
ec9b49a9-1f9e-42d7-bb37-df0f8b96a17a,620000,La Soukra,La Soukra,Ariana,452,4,3,01-05,2,36.88833,10.27417,13.6515294537323,1,0,0,0,1,1,0,0,1,1,1
f64d4445-cf66-4c2c-894f-21e3a5690757,201500,Djerba,Djerba,Djerba,451,3,2,0,2,33.8075978,10.8451467,336.063533301856,0,0,0,0,0,1,0,0,0,0,0
986c951a-f1cd-4923-9105-8ddeb3916a01,775000,Yasmine Hammamet,Hammamet,Nabeul,450,4,4,10-20,1,36.374884,10.535237,61.4495414736115,0,0,0,0,0,0,0,0,1,0,0
16b7005e-c3e4-4d97-9e19-113c48dcc824,496000,Les Berges Du Lac 1,La Marsa,tunis,450,5,2,20-30,1,33.8869,9.5375,327.765254316544,1,0,0,0,0,0,0,0,0,1,1
304ded30-89b5-4e69-b9e2-ab0a6018502c,372000,Cité Ennasr 2,Ariana Ville,Ariana,450,5,3,05-10,1,36.8625,10.19556,6.32498837542227,1,0,0,0,1,1,0,0,1,1,1
2c24d273-1cb6-4f0c-b8d4-6daf58989fbf,248000,Sidi Rezig,Mégrine,Ben Arous,450,4,2,10-20,0,36.6938694,10.2622167,15.2468224381805,1,0,0,0,0,0,0,0,0,0,0
f6c0d455-69bb-475d-b882-7a030c62c815,244900,Hammamet,Hammamet,Nabeul,450,4,3,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
deeb5a5c-0f7e-4c19-8614-9e4060516145,238700,Hammamet,Hammamet,Nabeul,450,4,3,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
752e97be-884a-42f4-893f-720c5ec730f8,232500,Chotrana 1,La Soukra,Ariana,450,4,3,01-05,1,36.883333,10.25,11.3450822580238,1,0,0,0,0,0,0,0,1,1,1
cdfe1459-d130-4620-a571-1169b62dfccb,229400,Cité Ennakhil 1,Ezzahra,Ben Arous,444,3,2,30-50,0,36.7450284315641,10.3142677307129,16.2231915646505,0,0,0,1,0,0,0,0,0,0,0
5a741176-1e36-42cb-9c5b-3473dcc949f7,350920,Les Jardins de Carthage,Le Kram,tunis,441,4,4,0,2,36.833333,10.316667,15.3139811663917,1,0,0,0,0,0,1,0,1,1,1
da83a138-f1ad-4215-8763-5b183697e6bc,279000,Akouda,Akouda,Sousse,440,4,2,0,2,35.87,10.57,111.167790931873,0,0,0,0,0,0,0,0,0,1,1
ee4f5f85-8642-4aeb-bfab-c392689d96a9,263500,Hammamet,Hammamet,Nabeul,440,4,3,05-10,1,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,0,1,1,1
b275ec78-2625-4c71-a1f9-ccf1c7ff9e45,244900,Hammamet Sud,Hammamet,Nabeul,440,4,2,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,1,1,1
d90a4b0e-8aa8-4bc3-9cb9-38e7c6ac9ef0,279000,Nouvelle Ariana,Ariana Ville,Ariana,436,4,3,05-10,1,36.8625,10.19556,6.32498837542227,1,0,0,0,0,0,0,0,0,1,0
9aaef56e-58d2-4aaf-a55c-7bd484e92060,303800,Hammamet Nord,Hammamet,Nabeul,431,4,3,01-05,2,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,1,1,1,1
364091b4-6171-4287-8432-8247b3d712ab,465000,La Soukra,La Soukra,Ariana,426,4,4,0,2,36.8647945825524,10.2947177886963,14.1130717416387,1,0,1,0,0,1,1,0,1,1,1
1e036048-0599-42b6-b1e5-ab09938a5556,170500,Bellevue,El Ouardia,tunis,425,4,1,30-50,1,36.776330012061,10.1880761895784,3.38188866106925,1,0,0,0,0,0,0,0,0,0,0
8b01bcb3-07e7-4c5c-b241-d3b9fe63d746,151869,Midoune,Midoun,Djerba,411,3,2,0,2,33.8418620072011,11.0010620117188,336.603298778705,0,0,0,1,0,1,0,0,1,1,1
18dda910-93de-478d-9786-f06759398a26,465000,Charguia 1,La Soukra,Ariana,410,4,1,0,2,36.883333,10.25,11.3450822580238,0,0,0,0,0,1,0,0,1,1,1
c6ba3217-d695-4115-a73c-1c84248ee1c6,124000,Zaouiet Sousse,Sousse Riadh,Sousse,410,4,2,01-05,2,35.81433,10.63392,119.603210703078,1,0,0,0,0,0,0,0,0,1,1
46310f9c-1f51-4085-a334-d0cfa0852aea,511500,La Soukra,La Soukra,Ariana,400,4,4,0,2,36.883333,10.25,11.3450822580238,1,0,0,0,0,1,0,0,1,1,1
dbf96d8a-e37c-4683-afc6-1f075da6a4fe,403000,Hammamet,Hammamet,Nabeul,400,4,4,01-05,1,36.40108,10.61457,65.4597220191691,1,0,0,0,1,1,0,0,1,1,1
5e3df663-1349-4d22-8edf-ba79a8964cf5,372000,Chotrana 1,La Soukra,Ariana,400,4,1,0,1,36.883333,10.25,11.3450822580238,1,0,0,0,0,0,0,0,1,1,1
4d0ae8a0-c773-454f-8b48-6b313e1f1a24,277450,Hammamet Nord,Hammamet,Nabeul,400,4,4,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,0,1,1
fb51eea9-cc93-4d4b-bcfd-79fde1e6b017,263500,Sahloul,Sousse Jaouhara,Sousse,400,4,2,10-20,1,35.832439,10.622471000000001,117.273190424209,1,0,0,0,0,0,0,0,1,1,1
10f86e59-5cb2-4f7b-9adc-42e481a6b3e3,217000,Hammamet,Hammamet,Nabeul,400,4,2,10-20,1,36.409209419041,10.6043969154358,64.0258966667549,1,0,0,0,0,1,0,0,1,1,1
fe6fc1d6-2830-4c44-b63b-e82b9befb12f,159650,Riadh al Andalous,Ariana Ville,Ariana,400,4,2,0,2,36.8625,10.19556,6.32498837542227,1,0,1,0,0,1,1,0,1,1,1
37dc98a9-1862-4400-b061-53c0c9de6823,153450,Cité El Hidhab,Fouchana,Ben Arous,400,4,2,10-20,1,36.70107,10.16982,11.6117432152908,1,0,0,0,0,0,0,0,1,0,0
f29fbb69-d57d-4076-8f44-408863216bd2,271250,Yasmine Hammamet,Hammamet,Nabeul,398,4,3,05-10,1,36.374884,10.535237,61.4495414736115,1,0,0,0,0,0,0,0,1,1,1
6549ff68-ed93-45c7-8d00-4f5bc5ddf459,185070,Hammamet,Hammamet,Nabeul,390,4,3,0,2,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,0,1,1,1
569cb204-cacf-445d-a6e9-3e31795a0221,294500,Hammamet Nord,Hammamet,Nabeul,380,4,3,0,2,36.40108,10.61457,65.4597220191691,1,0,1,1,1,1,0,0,1,1,1
21d275b6-400d-437d-99ac-8b013d4c9367,254200,Yasmine Hammamet,Hammamet,Nabeul,380,4,3,0,2,36.40108,10.61457,65.4597220191691,1,0,1,0,0,1,0,0,1,1,1
00d1e522-d759-43de-8801-b294105cfc80,108500,Cité El Hidhab,Fouchana,Ben Arous,379,4,2,05-10,0,36.70107,10.16982,11.6117432152908,1,0,0,0,0,0,0,0,0,0,0
2769c9cc-d157-4beb-841e-5a56a1c4ad60,170500,Hammamet Nord,Hammamet,Nabeul,378,4,2,01-05,2,36.40108,10.61457,65.4597220191691,0,0,0,1,1,0,0,0,0,0,0
fcfabe44-b4da-44c1-9ab6-1159dbe94d7c,294500,Yasmine Hammamet,Hammamet,Nabeul,372,3,2,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
fd295e93-0466-4042-b460-995dd3c5a4de,269700,Hammamet,Hammamet,Nabeul,370,4,2,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
986c4be6-b110-4d6d-9cee-425450b84366,434000,Hammamet Nord,Hammamet,Nabeul,366,4,4,01-05,2,36.40108,10.61457,65.4597220191691,0,0,0,0,1,1,0,0,0,1,1
04e4015f-0598-40fb-9168-d8eb70b1913d,387500,Les Jardins de Carthage,Le Kram,tunis,365,4,3,0,2,36.833333,10.316667,15.3139811663917,1,0,1,0,0,0,1,0,1,1,1
aa6d8d62-ff70-415f-a9b7-c0f9c5fbc727,248000,Beni Khiar,Beni Khiar,Nabeul,360,4,4,01-05,2,36.4516378913225,10.7777684020996,76.8208008127658,1,0,0,1,0,1,0,1,1,1,1
00fce3b1-0521-450a-9207-1d3175a8fbd2,175150,La Soukra,La Soukra,Ariana,357,4,3,01-05,1,36.883333,10.25,11.3450822580238,1,0,0,0,0,0,0,0,0,0,0
998e6429-545d-43dc-ac3a-7d1266e86ff0,496000,Gammarth Supérieur,La Marsa,tunis,350,4,3,01-05,1,36.876389,10.325278,17.7221901283016,1,0,1,1,0,0,0,0,1,1,1
12708a92-f392-4369-8273-4fbdc06587ac,372000,Hammamet Nord,Hammamet,Nabeul,350,3,3,01-05,2,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,0,0,1,1
f5ccf49b-decb-40fb-b004-1b9502dfcae9,372000,Gammarth Village,La Marsa,tunis,350,4,2,0,2,36.876389,10.325278,17.7221901283016,1,0,0,0,0,1,0,0,1,0,0
3f085920-5527-4eff-8420-6b16c0a523f3,303800,El Menzah 9,El Menzah,tunis,350,4,3,05-10,1,36.845235,10.164723,4.6317218774898,1,0,0,0,0,1,0,0,1,1,1
74add2fc-fdaa-48e7-90fc-cae845fbd732,294500,Hammamet,Hammamet,Nabeul,350,4,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,1,1,0,0,1,1,1
79827923-c18a-4550-a91a-275d8a7a2db9,294500,Hammamet,Hammamet,Nabeul,350,4,5,0,2,36.40108,10.61457,65.4597220191691,1,0,1,0,1,1,0,0,1,1,1
b7d443c3-cedf-4fd7-8156-4fecda24a2b8,294500,Hammamet Nord,Hammamet,Nabeul,350,4,3,0,2,36.40108,10.61457,65.4597220191691,0,0,0,0,1,1,0,0,0,0,0
7004e054-6244-487a-95c0-76975a62dc8f,285200,Hammamet,Hammamet,Nabeul,350,4,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,1,1,1,0,0,1,1,1
e9a1a0fc-001b-4e56-a373-fb8be2579f35,285200,Hammamet,Hammamet,Nabeul,350,4,4,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,1,1,1
f324ca44-4ab7-4ccf-8131-2a70c48177d2,248000,La Soukra,La Soukra,Ariana,350,3,4,01-05,1,36.883333,10.25,11.3450822580238,1,0,1,0,0,0,0,0,1,1,1
23e8ef58-ae5e-4548-adf4-a787d8b4c2b6,212350,Hammamet Nord,Hammamet,Nabeul,350,4,3,01-05,2,36.40108,10.61457,65.4597220191691,0,0,0,1,1,1,0,0,0,0,0
684c2a46-9f3e-495c-a85f-596d6d99868e,173600,Hammamet,Hammamet,Nabeul,350,4,2,01-05,2,36.40108,10.61457,65.4597220191691,0,0,0,0,0,1,0,0,0,0,0
a4bc55d4-0a2e-4e73-8d82-b41c412b2b61,139500,Cité El Wafa,Nabeul,Nabeul,350,4,3,0,2,36.4397890722236,10.6928213012695,69.5757031371559,0,0,0,0,0,1,0,0,0,0,0
1e3f241d-af00-49fd-82bb-d59cef860bb3,294500,Hammamet,Hammamet,Nabeul,345,4,3,0,2,36.40108,10.61457,65.4597220191691,1,0,0,0,0,1,0,0,0,1,1
84e9f996-6f03-4156-9fd3-0f9ef14ce932,83700,Essaltania,Sakiet Eddaier,Sfax,345,3,1,01-05,2,34.7935156032218,10.8119290161133,230.980626687431,1,0,0,0,0,0,0,0,1,0,0
e6435387-5a1a-416c-9118-7a6cc0266c72,192200,Yasmine Hammamet,Hammamet,Nabeul,340,3,3,01-05,1,36.40108,10.61457,65.4597220191691,1,0,0,0,0,0,0,0,0,1,0
ef40c027-d05c-4c69-a285-c18b8f4ecab3,164300,Cité El Wafa,Nabeul,Nabeul,340,3,1,0,2,36.45056,10.73505,72.8250683705131,0,0,0,0,0,0,0,0,1,1,1
926f34c3-df4b-4b13-a3d1-d4eef0b6f393,496000,Les Jardins de Carthage,Le Kram,tunis,338,4,3,0,2,36.8496291786654,10.3053534089209,14.5580311808492,1,0,1,0,0,1,1,0,1,1,1
c31b9801-4825-4a5f-8674-4d13834c4549,210800,Hammamet Nord,Hammamet,Nabeul,335,4,2,0,2,36.40108,10.61457,65.4597220191691,1,0,0,1,1,1,0,0,1,0,0
b6fa37cf-56fa-431a-a7bc-ea0c2d147fb2,210800,Hammamet,Hammamet,Nabeul,335,4,4,0,1,36.3665171154852,10.52626953125,61.5298053200285,1,0,0,1,1,1,0,0,0,1,1
e9d3d157-2a40-4d07-b77b-f779f358480b,206150,Hammamet,Hammamet,Nabeul,335,3,2,0,1,36.40108,10.61457,65.4597220191691,1,0,0,0,0,0,0,0,0,0,0
ba68c4a8-671a-4994-86b1-5406c8f42983,113150,Borj Cedria,Hammam Chatt,Ben Arous,331,4,2,10-20,1,36.658969,10.405946,29.7217958814648,1,0,0,0,0,0,0,0,1,1,0
01ca092a-77d4-46dd-859e-46b17322edb0,430900,El Menzah 5,Ariana Ville,Ariana,330,4,3,10-20,0,36.8625,10.19556,6.32498837542227,0,0,0,0,0,0,0,0,0,0,0
